1,0
0.9998477,0.01745241
0.9993908,0.0348995
0.9986295,0.05233596
0.9975641,0.06975647
0.9961947,0.08715574
0.9945219,0.1045285
0.9925461,0.1218693
0.9902681,0.1391731
0.9876884,0.1564345
0.9848077,0.1736482
0.9816272,0.190809
0.9781476,0.2079117
0.9743701,0.2249511
0.9702957,0.2419219
0.9659258,0.2588191
0.9612617,0.2756374
0.9563047,0.2923717
0.9510565,0.309017
0.9455186,0.3255681
0.9396926,0.3420201
0.9335805,0.3583679
0.9271839,0.3746066
0.9205049,0.3907311
0.9135455,0.4067366
0.9063078,0.4226182
0.8987941,0.4383711
0.8910065,0.4539904
0.8829476,0.4694715
0.8746197,0.4848096
0.8660254,0.5
0.8571673,0.5150381
0.8480481,0.5299193
0.8386706,0.5446391
0.8290375,0.559193
0.819152,0.5735765
0.8090169,0.5877853
0.7986354,0.6018151
0.7880107,0.6156616
0.7771459,0.6293205
0.7660443,0.6427878
0.7547095,0.6560591
0.7431447,0.6691307
0.7313536,0.6819985
0.7193396,0.6946585
0.7071066,0.7071069
0.6946582,0.71934
0.6819981,0.7313539
0.6691304,0.743145
0.6560588,0.7547098
0.6427873,0.7660447
0.6293201,0.7771462
0.6156611,0.788011
0.6018147,0.7986358
0.5877849,0.8090172
0.573576,0.8191523
0.5591925,0.8290378
0.5446386,0.8386708
0.5299188,0.8480483
0.5150377,0.8571675
0.4999996,0.8660257
0.4848092,0.87462
0.4694711,0.8829479
0.45399,0.8910068
0.4383706,0.8987943
0.4226177,0.9063081
0.4067361,0.9135457
0.3907305,0.9205051
0.374606,0.9271841
0.3583673,0.9335807
0.3420195,0.9396929
0.3255675,0.9455188
0.3090163,0.9510567
0.292371,0.956305
0.2756366,0.9612619
0.2588183,0.9659261
0.2419211,0.9702959
0.2249502,0.9743702
0.2079108,0.9781478
0.1908081,0.9816273
0.1736473,0.9848079
0.1564335,0.9876885
0.1391722,0.9902682
0.1218684,0.9925463
0.1045275,0.994522
0.08715473,0.9961948
0.06975544,0.9975641
0.0523349,0.9986296
0.03489842,0.9993908
0.01745131,0.9998477
-1.116595E-06,1
-0.01745354,0.9998477
-0.03490065,0.9993908
-0.05233713,0.9986295
-0.06975767,0.997564
-0.08715696,0.9961946
-0.1045297,0.9945217
-0.1218706,0.992546
-0.1391744,0.9902679
-0.1564357,0.9876881
-0.1736495,0.9848076
-0.1908103,0.9816269
-0.207913,0.9781473
-0.2249524,0.9743698
-0.2419233,0.9702954
-0.2588204,0.9659255
